    50.50           7.07346        0.00363036
    51.50           7.48214        0.00371137
    52.50           7.95295        0.00381054
    53.50           8.45315        0.00391098
    54.50           9.01702        0.00402119
    55.50           9.65002        0.00413957
    56.50           10.3522        0.00426825
    57.50            11.155        0.00440912
    58.50           12.0649        0.00456587
    59.50           13.1011        0.00482719
    60.50           14.3522         0.0287979
    61.50           15.7662          0.029217
    62.50           17.2964         0.0301502
    63.50           19.1871         0.0316236
    64.50           21.3943         0.0334195
    65.50           24.0808         0.0352259
    66.50           27.3822          0.037616
    67.50           31.4019         0.0397123
    68.50           36.4158         0.0427935
    69.50           42.9387         0.0462923
    70.50           51.4155         0.0503005
    71.50           62.7581         0.0553014
    72.50           78.3508         0.0615164
    73.50           101.058         0.0695721
    74.50           135.591         0.0802215
    75.50            192.16         0.0947883
    76.50           293.439          0.116265
    77.50           500.201          0.150124
    78.50           1005.62          0.207004
    79.50           2381.66          0.306761
    80.50           3691.05          0.469881
    81.50           1997.71          0.354978
    82.50           835.155          0.237623
    83.50           420.517          0.170698
    84.50           246.897          0.131552
    85.50           160.896          0.106704
    86.50           112.191         0.0892483
    87.50           82.5365         0.0766036
    88.50           62.7941         0.0672619
    89.50           49.5023         0.0600243
    90.50           39.8047         0.0535853
    91.50           32.7109         0.0491243
    92.50           27.3593         0.0452544
    93.50           23.0535         0.0414804
    94.50           19.7277         0.0384847
    95.50           17.0774          0.036016
    96.50           14.8503         0.0333875
    97.50           13.0017         0.0313346
    98.50           11.5042         0.0293629
    99.50           10.3012         0.0288947
   102.50           37.2283        0.00590922
   107.50           23.4354        0.00477571
   112.50           15.8331        0.00388967
   117.50           11.2493        0.00330038
   122.50           8.29835        0.00283968
   127.50           6.31283        0.00248171
   132.50           4.91334        0.00219059
   137.50           3.90237        0.00195382
   142.50           3.14735        0.00175209
   147.50            2.5724        0.00158892
   152.50           2.13073        0.00144556
   157.50           1.78351        0.00132901
   162.50           1.50467        0.00122101
   167.50            1.2789        0.00113814
   172.50           1.09722        0.00106407
   177.50           0.94635        0.00100057
   182.50          0.822879       0.000927748
   187.50           0.71712        0.00084766
   192.50           0.62943       0.000791137
   197.50          0.552665       0.000745712
   202.50          0.487209       0.000120416
   207.50          0.432697       0.000111483
   212.50          0.385509       0.000105499
   217.50          0.344711       0.000100078
   222.50          0.309018       9.51399e-05
   227.50          0.278051       9.04097e-05
   232.50          0.250638       8.60825e-05
   237.50          0.226591       8.21308e-05
   242.50          0.205524       7.88498e-05
   247.50          0.186599       7.54971e-05
   252.50           0.17005       7.31755e-05
   257.50          0.155166       6.91924e-05
   262.50          0.141809       6.53646e-05
   267.50           0.12991       6.16911e-05
   272.50          0.119218       5.94739e-05
   277.50          0.109465       5.70469e-05
   282.50          0.101013       5.44949e-05
   287.50         0.0929854       5.35491e-05
   292.50         0.0858431       5.09285e-05
   297.50         0.0795639       4.94619e-05
   302.50         0.0735954       2.11844e-05
   307.50         0.0682763       1.98963e-05
   312.50         0.0633824        2.0213e-05
   317.50         0.0589625       1.86165e-05
   322.50         0.0549237       1.78791e-05
   327.50         0.0511674       1.73342e-05
   332.50         0.0477668        1.6766e-05
   337.50         0.0445756       1.61826e-05
   342.50         0.0416841       1.56719e-05
   347.50         0.0390138       1.53118e-05
   352.50         0.0365501       1.47126e-05
   357.50         0.0342526       1.43537e-05
   362.50         0.0321755       1.39626e-05
   367.50         0.0302106       1.35482e-05
   372.50         0.0284051       1.30713e-05
   377.50         0.0267282        1.2761e-05
   382.50         0.0251699       1.25294e-05
   387.50         0.0237314       1.21934e-05
   392.50         0.0223618       1.17206e-05
   397.50         0.0211227       1.14118e-05
   402.50         0.0199494       6.27368e-06
   407.50         0.0188614        6.1998e-06
   412.50         0.0178328        5.8297e-06
   417.50          0.016883        5.7465e-06
   422.50         0.0159893       5.72459e-06
   427.50         0.0151606       5.96728e-06
   432.50         0.0143501       5.25192e-06
   437.50         0.0136276       5.05569e-06
   442.50         0.0129225       4.77207e-06
   447.50         0.0122643       4.69667e-06
   452.50         0.0116734       4.67143e-06
   457.50         0.0110827       4.45625e-06
   462.50         0.0105328       4.66337e-06
   467.50         0.0100317       4.38512e-06
   472.50        0.00955511       4.28171e-06
   477.50        0.00910173       4.16984e-06
   482.50        0.00867479       4.10778e-06
   487.50        0.00827852       3.99312e-06
   492.50        0.00788737       3.91912e-06
   497.50         0.0075361       3.93583e-06
   502.50          0.007196       2.37437e-06
   507.50        0.00687587       2.27114e-06
   512.50        0.00657393       2.22685e-06
   517.50        0.00628487       2.18451e-06
   522.50        0.00601038       2.12978e-06
   527.50         0.0057537       2.07938e-06
   532.50        0.00550309        2.0464e-06
   537.50        0.00527386       1.99643e-06
   542.50         0.0050494       1.96305e-06
   547.50        0.00483696       1.93103e-06
   552.50        0.00463696       1.88035e-06
   557.50        0.00444892       1.84758e-06
   562.50        0.00426298       1.80855e-06
   567.50        0.00409406       1.77765e-06
   572.50        0.00392802       1.74279e-06
   577.50        0.00377257       1.71237e-06
   582.50        0.00362412       1.67474e-06
   587.50        0.00348325       1.64479e-06
   592.50        0.00334487       1.61499e-06
   597.50        0.00321882       1.61416e-06
   602.50         0.0030946        1.0703e-06
   607.50        0.00297739        1.0316e-06
   612.50        0.00286679       1.01263e-06
   617.50        0.00275909       9.95596e-07
   622.50        0.00265475       9.77478e-07
   627.50         0.0025587       9.60689e-07
   632.50        0.00246374       9.45441e-07
   637.50        0.00237425       9.27868e-07
   642.50        0.00228802       9.13265e-07
   647.50        0.00220544       8.96954e-07
   652.50        0.00212565       8.82149e-07
   657.50          0.002052       8.67028e-07
   662.50        0.00197736       8.52402e-07
   667.50        0.00190919       8.38783e-07
   672.50        0.00184243       8.24917e-07
   677.50        0.00177876       8.11978e-07
   682.50        0.00171807        7.9812e-07
   687.50         0.0016595       7.85321e-07
   692.50        0.00160274       7.72954e-07
   697.50        0.00154947       7.74396e-07
   702.50        0.00149696       5.44548e-07
   707.50        0.00144741       5.26364e-07
   712.50        0.00140037       5.18118e-07
   717.50        0.00135422       5.10348e-07
   722.50        0.00130914       5.02526e-07
   727.50        0.00126742       4.95053e-07
   732.50        0.00122639        4.8778e-07
   737.50        0.00118628       4.80192e-07
   742.50        0.00114881       4.73346e-07
   747.50        0.00111212       4.66046e-07
   752.50        0.00107646       4.59322e-07
   757.50        0.00104329       4.52535e-07
   762.50        0.00100985       4.45907e-07
   767.50       0.000978387        4.3966e-07
   772.50       0.000948643       4.33276e-07
   777.50       0.000919173       4.27015e-07
   782.50       0.000891337       4.20881e-07
   787.50       0.000864215       4.14935e-07
   792.50       0.000837958       4.09085e-07
   797.50       0.000812913        4.1058e-07
   802.50       0.000788301       3.01082e-07
   807.50       0.000765023       2.91583e-07
   812.50       0.000742799        2.8759e-07
   817.50       0.000720768       2.83719e-07
   822.50       0.000699404       2.79918e-07
   827.50       0.000679259       2.76161e-07
   832.50       0.000659624       2.72483e-07
   837.50       0.000640046       2.68782e-07
   842.50       0.000622153        2.6529e-07
   847.50       0.000604146       2.61732e-07
   852.50       0.000586495       2.58357e-07
   857.50        0.00057029       2.54957e-07
   862.50       0.000553942       2.51619e-07
   867.50       0.000538032       2.48375e-07
   872.50       0.000523403       2.45203e-07
   877.50       0.000508744        2.4203e-07
   882.50       0.000494714       2.38925e-07
   887.50       0.000481071       2.35901e-07
   892.50       0.000467886       2.32892e-07
   897.50       0.000455118       2.34075e-07
   902.50       0.000442607       1.77191e-07
   907.50       0.000430761       1.71846e-07
   912.50       0.000419405       1.69748e-07
   917.50       0.000408026       1.67673e-07
   922.50       0.000397031       1.65649e-07
   927.50        0.00038661       1.63635e-07
   932.50       0.000376484        1.6166e-07
   937.50         0.0003663       1.59691e-07
   942.50       0.000356883       1.57788e-07
   947.50       0.000347403         1.559e-07
   952.50       0.000338171       1.54052e-07
   957.50        0.00032959       1.52215e-07
   962.50       0.000321031       1.50417e-07
   967.50       0.000312462       1.48639e-07
   972.50       0.000304667       1.46915e-07
   977.50       0.000296979       1.45205e-07
   982.50       0.000289355       1.43511e-07
   987.50       0.000282064        1.4186e-07
   992.50        0.00027494       1.40204e-07
   997.50       0.000268058       1.41075e-07
  1025.00        0.00234134       5.51665e-07
  1075.00        0.00183551       4.88182e-07
  1125.00        0.00145036       4.41995e-07
  1175.00        0.00115535       4.00912e-07
  1225.00        0.00092647       3.64374e-07
  1275.00         0.0007482       3.31872e-07
  1325.00       0.000607286       3.02895e-07
  1375.00        0.00049644       2.77089e-07
  1425.00       0.000407252       2.53923e-07
  1475.00       0.000336434       2.33179e-07
  1525.00       0.000278459       2.14484e-07
  1575.00        0.00023159       1.97702e-07
  1625.00       0.000193587       1.82446e-07
  1675.00       0.000162196       1.68782e-07
  1725.00       0.000136179       1.56311e-07
  1775.00       0.000114706       1.44807e-07
  1825.00       9.71166e-05       1.34505e-07
  1875.00       8.25239e-05       1.25123e-07
  1925.00       7.01661e-05       1.16546e-07
  1975.00       5.96888e-05       1.09275e-07
  2025.00       5.09693e-05        2.1352e-08
  2075.00       4.36839e-05       1.96617e-08
  2125.00       3.74353e-05       1.84755e-08
  2175.00       3.21744e-05        1.7362e-08
  2225.00       2.76925e-05       1.63297e-08
  2275.00       2.38804e-05       1.53527e-08
  2325.00       2.05959e-05        1.4433e-08
  2375.00        1.7816e-05       1.36561e-08
  2425.00       1.53914e-05         1.279e-08
  2475.00       1.33734e-05       1.20318e-08
  2525.00       1.15955e-05       1.13281e-08
  2575.00       1.01055e-05       1.06705e-08
  2625.00       8.77671e-06       1.00779e-08
  2675.00       7.64324e-06        9.4794e-09
  2725.00       6.68171e-06       8.94099e-09
  2775.00       5.82076e-06       8.42763e-09
  2825.00       5.08605e-06       7.95372e-09
  2875.00        4.4397e-06       7.50197e-09
  2925.00       3.90824e-06        7.0909e-09
  2975.00       3.41479e-06       6.78624e-09
  3025.00       2.99608e-06       2.00222e-09
  3075.00       2.63523e-06       1.85098e-09
  3125.00       2.31522e-06       1.89199e-09
