    50.50            5.4446        0.00284353
    51.50           5.75397        0.00290591
    52.50           6.10771        0.00298278
    53.50            6.4829        0.00305873
    54.50            6.9054        0.00314315
    55.50           7.38088        0.00323353
    56.50           7.90741        0.00333219
    57.50           8.50867        0.00343992
    58.50           9.19093        0.00355933
    59.50           9.96846        0.00375943
    60.50           10.9192         0.0221717
    61.50           11.9744          0.022351
    62.50           13.1174         0.0232367
    63.50           14.5429         0.0243825
    64.50           16.1769         0.0258238
    65.50           18.2083         0.0270308
    66.50           20.6473         0.0289162
    67.50           23.6601         0.0305001
    68.50           27.4206         0.0327287
    69.50           32.2537         0.0352773
    70.50           38.5943         0.0383272
    71.50           47.0347         0.0424621
    72.50           58.6417         0.0471194
    73.50           75.5908         0.0529856
    74.50           101.326         0.0612401
    75.50           143.359         0.0720758
    76.50           218.694         0.0883354
    77.50           372.297          0.114036
    78.50           747.583          0.157235
    79.50           1768.37           0.23285
    80.50           2737.71          0.355295
    81.50           1480.23          0.268357
    82.50           618.142          0.179656
    83.50           310.905          0.129024
    84.50           182.371         0.0993919
    85.50           118.708         0.0805049
    86.50           82.7449         0.0675268
    87.50           60.7976          0.057935
    88.50           46.2151         0.0509988
    89.50           36.3999         0.0456122
    90.50           29.2392          0.040615
    91.50           24.0241         0.0375594
    92.50           20.0774         0.0347057
    93.50           16.9111         0.0318665
    94.50           14.4462          0.029492
    95.50           12.4775            0.0275
    96.50           10.8545         0.0254118
    97.50           9.48871          0.023949
    98.50           8.39248         0.0224106
    99.50           7.51588         0.0224464
   102.50           26.9656        0.00432008
   107.50           16.8906        0.00341622
   112.50           11.3511        0.00283528
   117.50           8.02635         0.0024024
   122.50           5.89243        0.00207335
   127.50           4.46287        0.00186819
   132.50           3.45522        0.00161839
   137.50           2.73064        0.00143171
   142.50           2.19323         0.0012777
   147.50           1.78518        0.00116398
   152.50           1.47231         0.0010493
   157.50           1.22571       0.000960491
   162.50           1.03033       0.000891921
   167.50          0.871444        0.00080141
   172.50          0.745022       0.000755563
   177.50          0.640107        0.00070017
   182.50          0.553631       0.000639149
   187.50          0.480881       0.000613397
   192.50           0.41998       0.000549914
   197.50          0.367082       0.000544113
   202.50          0.322922       8.33555e-05
   207.50          0.285627       7.88828e-05
   212.50           0.25362       7.17101e-05
   217.50          0.225934        6.7448e-05
   222.50          0.201791       6.38091e-05
   227.50          0.180916       6.05754e-05
   232.50          0.162484       5.75793e-05
   237.50          0.146325       5.45888e-05
   242.50          0.132297       5.27912e-05
   247.50          0.119649        4.9614e-05
   252.50           0.10863       4.73713e-05
   257.50         0.0988278       4.60703e-05
   262.50         0.0899668       4.36531e-05
   267.50         0.0821866       4.25818e-05
   272.50         0.0751743       3.95041e-05
   277.50          0.068854       3.90223e-05
   282.50          0.063228       3.60558e-05
   287.50         0.0581053       3.47952e-05
   292.50         0.0534006       3.23787e-05
   297.50         0.0493219       3.09201e-05
   302.50          0.045539       1.30191e-05
   307.50         0.0420984       1.25716e-05
