    50.000	  	4.6574183996e+00	4.1491337676e-03
    51.000	  	4.9526549805e+00	4.6749808265e-03
    52.000	  	5.2440223653e+00	4.7846959689e-03
    53.000	  	5.5657050278e+00	4.9105364096e-03
    54.000	  	5.9394880038e+00	5.2498740142e-03
    55.000	  	6.3703691876e+00	5.4278913604e-03
    56.000	  	6.8047904427e+00	5.7329623545e-03
    57.000	  	7.3394130956e+00	6.2448092034e-03
    58.000	  	7.9309653000e+00	6.3098969468e-03
    59.000	  	8.6001616230e+00	6.0078242924e-03
    60.000	  	9.3741594813e+00	5.8920925583e-03
    61.000	  	1.0261574777e+01	6.2767968106e-03
    62.000	  	1.1300224457e+01	6.8000731965e-03
    63.000	  	1.2525452954e+01	7.4915100548e-03
    64.000	  	1.3997014264e+01	8.2480307101e-03
    65.000	  	1.5718611445e+01	7.5825561773e-03
    66.000	  	1.7869825871e+01	8.2633528782e-03
    67.000	  	2.0477808698e+01	9.3421672122e-03
    68.000	  	2.3791041360e+01	9.9259773840e-03
    69.000	  	2.7976407245e+01	1.0082515289e-02
    70.000	  	3.3506517709e+01	1.1657983668e-02
    71.000	  	4.0930031827e+01	1.2313366194e-02
    72.000	  	5.1236947008e+01	1.4015028785e-02
    73.000	  	6.6197806654e+01	1.5887653604e-02
    74.000	  	8.9128793121e+01	1.8424352714e-02
    75.000	  	1.2675140024e+02	2.1732840995e-02
    76.000	  	1.9489915720e+02	2.6953765861e-02
    77.000	  	3.3598609258e+02	3.5270064650e-02
    78.000	  	6.8968283092e+02	5.0479534987e-02
    79.000	  	1.6735787223e+03	7.8547019424e-02
    80.000	  	2.4454482664e+03	9.4942820316e-02
    81.000	  	1.2217250952e+03	6.7062191461e-02
    82.000	  	5.0694953215e+02	4.3217112198e-02
    83.000	  	2.5691378734e+02	3.0814583977e-02
    84.000	  	1.5168225883e+02	2.3754960171e-02
    85.000	  	9.9057342912e+01	1.9194042846e-02
    86.000	  	6.9344524618e+01	1.6142863001e-02
    87.000	  	5.0995438991e+01	1.4171168443e-02
    88.000	  	3.8931988996e+01	1.2123495308e-02
    89.000	  	3.0600596467e+01	1.1540489643e-02
    90.000	  	2.4613035895e+01	8.7867932174e-03
    91.000	  	2.0183821480e+01	8.9969218086e-03
    92.000	  	1.6826343342e+01	8.5781904693e-03
    93.000	  	1.4204220002e+01	7.2419552160e-03
    94.000	  	1.2138470737e+01	6.3142424872e-03
    95.000	  	1.0469770306e+01	9.9095497428e-03
    96.000	  	9.1156083082e+00	9.2146379497e-03
    97.000	  	7.9949071976e+00	8.1100972698e-03
    98.000	  	7.0465802663e+00	5.9828886189e-03
    99.000	  	6.2534325283e+00	5.3313929844e-03
