    50.000	  	5.3536588841e+00	6.7837578486e-03
    51.000	  	5.6916469395e+00	7.2163396386e-03
    52.000	  	6.0448306806e+00	7.0158242545e-03
    53.000	  	6.4036559376e+00	7.3407297162e-03
    54.000	  	6.8396061893e+00	7.4045659153e-03
    55.000	  	7.3276016952e+00	7.1764231899e-03
    56.000	  	7.8241839989e+00	7.4562938266e-03
    57.000	  	8.4197328746e+00	7.9977721588e-03
    58.000	  	9.0860022895e+00	8.4557560359e-03
    59.000	  	9.8446205010e+00	8.5329293985e-03
    60.000	  	1.0665692689e+01	8.1631509836e-03
    61.000	  	1.1640475302e+01	8.7538447962e-03
    62.000	  	1.2778216261e+01	9.4908267935e-03
    63.000	  	1.4073827811e+01	1.0466023333e-02
    64.000	  	1.5619462244e+01	1.1278208012e-02
    65.000	  	1.7436616738e+01	1.0927594238e-02
    66.000	  	1.9657539415e+01	1.1208777685e-02
    67.000	  	2.2320486764e+01	1.2196549351e-02
    68.000	  	2.5636881707e+01	1.3521556233e-02
    69.000	  	2.9847870254e+01	1.3705970968e-02
    70.000	  	3.5237809776e+01	1.5709949904e-02
    71.000	  	4.2382454732e+01	1.7052829884e-02
    72.000	  	5.2166645468e+01	1.8942449113e-02
    73.000	  	6.6107835346e+01	2.1506187671e-02
    74.000	  	8.7119988942e+01	2.4695729627e-02
    75.000	  	1.2079391097e+02	2.9120060506e-02
    76.000	  	1.8065043530e+02	3.5926877091e-02
    77.000	  	3.0155416663e+02	4.6718306253e-02
    78.000	  	5.9638308034e+02	6.6986095545e-02
    79.000	  	1.3914163683e+03	1.0733677359e-01
    80.000	  	1.9813357724e+03	1.4074078315e-01
    81.000	  	9.8561023305e+02	9.0242285262e-02
    82.000	  	4.1062826195e+02	5.5458404617e-02
    83.000	  	2.0908622830e+02	3.8607076438e-02
    84.000	  	1.2380910221e+02	2.9370769290e-02
    85.000	  	8.1089867227e+01	2.3487481949e-02
    86.000	  	5.6910918489e+01	1.9626308636e-02
    87.000	  	4.1988677988e+01	1.7104086204e-02
    88.000	  	3.2101467268e+01	1.4542483173e-02
    89.000	  	2.5266945578e+01	1.3678705700e-02
    90.000	  	2.0369523785e+01	1.0981032104e-02
    91.000	  	1.6731606681e+01	1.1053515878e-02
    92.000	  	1.3946023697e+01	1.0169244601e-02
    93.000	  	1.1768837674e+01	8.7302834775e-03
    94.000	  	1.0096541851e+01	8.6331010563e-03
    95.000	  	8.7185149108e+00	9.6216260573e-03
    96.000	  	7.5829756061e+00	1.0688102017e-02
    97.000	  	6.6806790670e+00	9.1002069157e-03
    98.000	  	5.8825524414e+00	7.4061415520e-03
    99.000	  	5.2185060141e+00	6.7503059251e-03
   100.000	  	4.6735028847e+00	6.0384657739e-03
   101.000	  	4.1942493229e+00	5.4284646528e-03
   102.000	  	3.7860754905e+00	4.9543301828e-03
   103.000	  	3.4354946650e+00	4.6818575747e-03
   104.000	  	3.1177306479e+00	4.2795228410e-03
   105.000	  	2.8454154345e+00	3.9080923985e-03
   106.000	  	2.5935697064e+00	4.5391136563e-03
   107.000	  	2.3759844431e+00	4.7957787882e-03
   108.000	  	2.1998310649e+00	4.3722049587e-03
   109.000	  	2.0415546961e+00	4.2291425210e-03
   110.000	  	1.8740843851e+00	4.5891692466e-03
   111.000	  	1.7402513963e+00	4.4869882864e-03
   112.000	  	1.6220425123e+00	4.1776395438e-03
   113.000	  	1.5007190866e+00	3.9558215605e-03
   114.000	  	1.3994778073e+00	3.6907577056e-03
   115.000	  	1.3111000069e+00	3.4469106613e-03
   116.000	  	1.2282777484e+00	3.2401298145e-03
   117.000	  	1.1583880882e+00	3.2047723595e-03
   118.000	  	1.0777030973e+00	3.4453397644e-03
   119.000	  	1.0127208233e+00	6.5658806256e-03
   120.000	  	9.5674487850e-01	6.0052218906e-03
   121.000	  	8.9229140177e-01	5.8399445600e-03
   122.000	  	8.4773867765e-01	5.7053964349e-03
   123.000	  	7.9489550794e-01	5.6622330472e-03
   124.000	  	7.5424099765e-01	5.1029576124e-03
   125.000	  	7.1141805131e-01	4.8893684397e-03
   126.000	  	6.7838252897e-01	4.4913282357e-03
   127.000	  	6.3710690220e-01	4.5037532030e-03
   128.000	  	6.0163400011e-01	4.2451781724e-03
   129.000	  	5.7806752358e-01	3.9992681494e-03
   130.000	  	5.4985608115e-01	3.7137215003e-03
   131.000	  	5.2726833115e-01	3.2916596846e-03
   132.000	  	4.9698274265e-01	3.1289828840e-03
   133.000	  	4.7335956533e-01	3.0618019729e-03
   134.000	  	4.5888577901e-01	2.8905006296e-03
   135.000	  	4.3110151428e-01	2.9220642458e-03
   136.000	  	4.1244589204e-01	2.7026270207e-03
   137.000	  	3.9457958551e-01	2.5843735369e-03
   138.000	  	3.8729115361e-01	2.4725850525e-03
   139.000	  	3.6275560224e-01	2.3630842576e-03
   140.000	  	3.4738587405e-01	2.3143441459e-03
   141.000	  	3.2603489390e-01	2.3085203920e-03
   142.000	  	3.1424189193e-01	2.2581092576e-03
   143.000	  	3.0255479884e-01	2.0469168109e-03
   144.000	  	2.9279397611e-01	1.9815693867e-03
   145.000	  	2.7949979321e-01	1.8823868578e-03
   146.000	  	2.7251789275e-01	1.7655727858e-03
   147.000	  	2.5752193188e-01	1.7303454569e-03
   148.000	  	2.4859678077e-01	1.6592751454e-03
   149.000	  	2.3783851739e-01	1.6875517526e-03
   150.000	  	2.3385107479e-01	1.5454032024e-03
   151.000	  	2.2407294324e-01	1.4819100798e-03
   152.000	  	2.1195346929e-01	1.4909840875e-03
   153.000	  	2.0508779449e-01	2.1044304998e-03
   154.000	  	1.9483248363e-01	3.2540989746e-03
   155.000	  	1.8953823239e-01	3.7534904305e-03
   156.000	  	1.8522792485e-01	4.1914763810e-03
   157.000	  	1.7295378547e-01	4.3052168605e-03
   158.000	  	1.6549289322e-01	4.5359527989e-03
   159.000	  	1.6728557875e-01	4.6462744592e-03
   160.000	  	1.6170377509e-01	5.1406088022e-03
   161.000	  	1.5330121311e-01	4.9791275361e-03
   162.000	  	1.5087146344e-01	4.9415673850e-03
   163.000	  	1.4508015498e-01	4.9480918337e-03
   164.000	  	1.4271961445e-01	4.7404470081e-03
   165.000	  	1.3866288965e-01	4.5480812416e-03
   166.000	  	1.2519046295e-01	4.2660392865e-03
   167.000	  	1.3974581322e-01	4.5519121949e-03
   168.000	  	1.3075857751e-01	4.1306798005e-03
   169.000	  	1.1656475640e-01	3.8028374557e-03
   170.000	  	1.2559437141e-01	4.0344486479e-03
   171.000	  	1.1383168508e-01	3.8210048271e-03
   172.000	  	1.1033041635e-01	3.6824188433e-03
   173.000	  	1.0560036471e-01	3.5491259677e-03
   174.000	  	1.0190294563e-01	3.4233201822e-03
   175.000	  	1.0339700344e-01	3.3816104336e-03
   176.000	  	9.2529527844e-02	3.1034592489e-03
   177.000	  	9.1330631033e-02	3.1133873284e-03
   178.000	  	9.3461544208e-02	3.0109472961e-03
   179.000	  	9.2501972664e-02	3.1118265183e-03
   180.000	  	7.9387365325e-02	2.3404803820e-03
   181.000	  	8.8972717389e-02	2.5178546459e-03
   182.000	  	7.9011283271e-02	2.4797300225e-03
   183.000	  	7.9499959922e-02	2.4199069563e-03
   184.000	  	8.2538646720e-02	2.3995565966e-03
   185.000	  	7.6550204501e-02	2.2622265046e-03
   186.000	  	7.1477719088e-02	2.2303714299e-03
   187.000	  	6.5864722723e-02	1.9463836461e-03
   188.000	  	7.1341046396e-02	2.1584347573e-03
   189.000	  	6.4239384611e-02	1.7619943837e-03
   190.000	  	7.2823557048e-02	2.0169317103e-03
   191.000	  	6.5539877700e-02	1.9559949149e-03
   192.000	  	6.0677750516e-02	1.8272126849e-03
   193.000	  	5.4129206496e-02	1.6137326291e-03
   194.000	  	5.6459992466e-02	1.6434274082e-03
   195.000	  	5.5695786217e-02	1.7359433853e-03
   196.000	  	5.8141509150e-02	1.7243248258e-03
   197.000	  	5.6073780826e-02	1.6223239969e-03
   198.000	  	5.1307174658e-02	1.6238752392e-03
   199.000	  	5.2980113451e-02	1.6348206679e-03
   200.000	  	4.9715201288e-02	1.5552919137e-03
   201.000	  	4.7909761911e-02	1.5468607596e-03
   202.000	  	5.0149116306e-02	1.6023521946e-03
   203.000	  	4.4764230503e-02	1.3476731814e-03
   204.000	  	4.5066188783e-02	1.4033303949e-03
   205.000	  	4.2405167934e-02	1.2637305044e-03
   206.000	  	4.3029942636e-02	1.4059228824e-03
